Binomial.1.2,pre_domestic_name,k_medoid_herbivore,Order.1.2,Family.1.2,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,guild,Diet.Graminoids,Diet.Browse.Fruit,Diet.Meat_median,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type,Inferred.Fermentation.Type,Inferred.Fermentation.Efficiency,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Substrate.Aquatic,Substrate.Terrestrial,Substrate.Arboreal,Substrate.Source,Substrate.Notes,Food.Handling,Food.Handling.Source,Foot.Type,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes,Island.Endemicity,IUCN.Status.1.2,Substrate.Cat,LogMassKg,LogMassKg.cat,LogMassKg.cat.label,GuildSimple,full.FE,simple.FE
Colobus_guereza,NA,yes,Primates,Cercopithecidae,16498,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developped FG fermentation,0,0,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,2,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,LC,arboreal,1.217431299,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Colobus_satanas,NA,yes,Primates,Cercopithecidae,11993.8,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developped FG fermentation,0,0,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,3,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,VU,arboreal,1.078956803,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Colobus_vellerosus,NA,yes,Primates,Cercopithecidae,11505.2,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developped FG fermentation,0,0,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology family,3,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,VU,arboreal,1.060894173,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Macaca_assamensis,NA,yes,Primates,Cercopithecidae,12000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,omnivore,0,3,2,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology family,3,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,NT,semi.arboreal,1.079181246,"[1,1.39]",L1,browser,FOpl_LOl1_FEhi_SUar_GUbr,Ll1_Fhi_Gbr
Macaca_fuscata,NA,yes,Primates,Cercopithecidae,10400,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,omnivore,1,3,2,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,3,3,0,0,Gregarious,"Groups exceeding 1000 individuals have been reported, though these were provisioned. Hence we do not consider it a natural number",14,,,,,NA,Occurs only on isolated islands,LC,semi.arboreal,1.017033339,"[1,1.39]",L1,browser,FOpl_LOl1_FEhi_SUar_GUbr,Ll1_Fhi_Gbr
Macaca_munzala,NA,yes,Primates,Cercopithecidae,15000,Reported,Journal of Primatology 73: 458-473 (2011),NA,NA,omnivore,0,3,2,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,1,101,NA,NA,NA,Plantigrade,soft,,Reported morphology family,0,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,EN,semi.arboreal,1.176091259,"[1,1.39]",L1,browser,FOpl_LOl1_FEhi_SUar_GUbr,Ll1_Fhi_Gbr
Macaca_sylvanus,NA,yes,Primates,Cercopithecidae,12200,Reported,Fieldiana Zoology 113: 1-58 (2007),NA,NA,omnivore,0,3,2,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,0,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,EN,semi.arboreal,1.086359831,"[1,1.39]",L1,browser,FOpl_LOl1_FEhi_SUar_GUbr,Ll1_Fhi_Gbr
Macaca_thibetana,NA,yes,Primates,Cercopithecidae,12000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,omnivore,0,3,2,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,0,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,2,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,NT,terrestrial,1.079181246,"[1,1.39]",L1,browser,FOpl_LOl1_FEhi_SUte_GUbr,Ll1_Fhi_Gbr
Mandrillus_leucophaeus,NA,yes,Primates,Cercopithecidae,15000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,omnivore,1,3,2,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,0,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,3,3,0,0,Mega-groups,NA,"14,16",,,,,NA,Occurs on mainland,EN,terrestrial,1.176091259,"[1,1.39]",L1,browser,FOpl_LOl1_FEhi_SUte_GUbr,Ll1_Fhi_Gbr
Mandrillus_sphinx,NA,yes,Primates,Cercopithecidae,18249.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,omnivore,0,3,2,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,0,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,3,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,VU,terrestrial,1.261260489,"[1,1.39]",L1,browser,FOpl_LOl1_FEhi_SUte_GUbr,Ll1_Fhi_Gbr
Papio_anubis,NA,yes,Primates,Cercopithecidae,28329.2,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,omnivore,2,3,3,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,0,3,0,0,Mega-groups,NA,14,,,,,NA,Occurs on mainland,LC,semi.arboreal,1.45223431,"(1.39,1.78]",L2,mixed feeder,FOpl_LOl2_FEhi_SUar_GUmi,Ll2_Fhi_Gmi
Papio_cynocephalus,NA,yes,Primates,Cercopithecidae,19484,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,omnivore,3,3,2,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,3,3,0,3,Gregarious,NA,14,Rooting,,,14,NA,Occurs on mainland,LC,semi.arboreal,1.289678121,"[1,1.39]",L1,mixed feeder,FOpl_LOl1_FEhi_SUar_GUmi,Ll1_Fhi_Gmi
Papio_hamadryas,NA,yes,Primates,Cercopithecidae,14972.2,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,omnivore,3,3,2,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,0,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,3,3,0,3,Gregarious,NA,14,Rooting,,,14,NA,Occurs on mainland,LC,terrestrial,1.17528562,"[1,1.39]",L1,mixed feeder,FOpl_LOl1_FEhi_SUte_GUmi,Ll1_Fhi_Gmi
Papio_kindae,NA,yes,Primates,Cercopithecidae,13000,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,omnivore,3,3,2,Estimated,NA,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology family,3,3,0,3,Gregarious,NA,14,Rooting,,,14,NA,Occurs on mainland,LC,semi.arboreal,1.113943352,"[1,1.39]",L1,mixed feeder,FOpl_LOl1_FEhi_SUar_GUmi,Ll1_Fhi_Gmi
Papio_papio,NA,yes,Primates,Cercopithecidae,15500.2,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,omnivore,2,3,2,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,3,3,0,3,Gregarious,NA,14,Rooting,,,14,NA,Occurs on mainland,NT,semi.arboreal,1.190337302,"[1,1.39]",L1,mixed feeder,FOpl_LOl1_FEhi_SUar_GUmi,Ll1_Fhi_Gmi
Papio_ursinus,NA,yes,Primates,Cercopithecidae,27939.1,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,omnivore,3,3,2,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,3,3,0,3,Gregarious,NA,14,Rooting,,,14,NA,Occurs on mainland,LC,semi.arboreal,1.446212412,"(1.39,1.78]",L2,mixed feeder,FOpl_LOl2_FEhi_SUar_GUmi,Ll2_Fhi_Gmi
Piliocolobus_bouvieri,NA,yes,Primates,Cercopithecidae,10334.2,Imputed,PHYLACINE 1.2,NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,0,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology family,2,3,0,0,Gregarious,NA,extrapolated.genus.mode,,,,,NA,Occurs on mainland,CR,arboreal,1.014276862,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Piliocolobus_epieni,NA,yes,Primates,Cercopithecidae,10301.5,Imputed,PHYLACINE 1.2,NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,0,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology family,2,0,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,CR,arboreal,1.012900467,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Piliocolobus_oustaleti,NA,yes,Primates,Cercopithecidae,10350,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,0,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology family,2,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,LC,arboreal,1.01494035,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Piliocolobus_pennantii,NA,yes,Primates,Cercopithecidae,10896,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,0,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology family,2,0,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,EN,arboreal,1.037267095,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Rhinopithecus_brelichi,NA,yes,Primates,Cercopithecidae,11500,Reported,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology genus,3,3,0,0,Mega-groups,"While the source says 'over 400' individuals, most sources agree that aggregation is common for this species, hence we call it megagroup despite not finding source for more than 500 species","14, 90",,,,,NA,Occurs on mainland,EN,semi.arboreal,1.06069784,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Rhinopithecus_roxellana,NA,yes,Primates,Cercopithecidae,12125,Reported,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,2,2,0,0,Mega-groups,NA,14,,,,,NA,Occurs on mainland,EN,semi.arboreal,1.083681747,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Rhinopithecus_strykeri,NA,yes,Primates,Cercopithecidae,11250,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology genus,0,0,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,CR,semi.arboreal,1.051152522,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Rungwecebus_kipunji,NA,yes,Primates,Cercopithecidae,13000,Reported,Science 308: 1161-1164 (2005),NA,NA,browser,1,3,1,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology family,1,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,CR,semi.arboreal,1.113943352,"[1,1.39]",L1,browser,FOpl_LOl1_FEhi_SUar_GUbr,Ll1_Fhi_Gbr
Semnopithecus_ajax,NA,yes,Primates,Cercopithecidae,20150,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,browser,0,3,0,Imputed,NA,Handbook of the mammals of the worlds(source 14) says that the diet should be similar to that of S. hector,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,1,0,14,NA,NA,NA,Plantigrade,soft,,Reported morphology genus,0,0,0,0,Gregarious,NA,91,,,,,NA,Occurs on mainland,EN,terrestrial,1.30427505,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUte_GUbr,Ll1_Ffo_Gbr
Semnopithecus_dussumieri,NA,yes,Primates,Cercopithecidae,13100,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013) (as S. hypoleucus northern form)",NA,NA,browser,0,3,0,Imputed,NA,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,1,0,EltonTraits1.0,NA,NA,NA,Plantigrade,soft,,Reported morphology genus,0,0,0,0,Gregarious,NA,extrapolated.genus.mode,,,,,NA,Occurs on mainland,LC,terrestrial,1.117271296,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUte_GUbr,Ll1_Ffo_Gbr
Semnopithecus_entellus,NA,yes,Primates,Cercopithecidae,14500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,1,0,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,0,0,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,LC,terrestrial,1.161368002,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUte_GUbr,Ll1_Ffo_Gbr
Semnopithecus_hector,NA,yes,Primates,Cercopithecidae,17350,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology genus,0,0,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,NT,semi.arboreal,1.239299479,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Semnopithecus_priam,NA,yes,Primates,Cercopithecidae,12450,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,1,0,14,NA,NA,NA,Plantigrade,soft,,Reported morphology genus,0,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,NT,terrestrial,1.095169351,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUte_GUbr,Ll1_Ffo_Gbr
Semnopithecus_schistaceus,NA,yes,Primates,Cercopithecidae,17350,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,1,0,14,NA,NA,NA,Plantigrade,soft,,Reported morphology genus,0,0,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,LC,terrestrial,1.239299479,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUte_GUbr,Ll1_Ffo_Gbr
Theropithecus_gelada,NA,yes,Primates,Cercopithecidae,17049.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,0,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,3,0,0,3,Mega-groups,NA,14,Rooting,,,14,NA,Occurs on mainland,LC,terrestrial,1.231719289,"[1,1.39]",L1,grazer,FOpl_LOl1_FEhi_SUte_GUgr,Ll1_Fhi_Ggr
Trachypithecus_johnii,NA,yes,Primates,Cercopithecidae,11921,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,0,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,2,0,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,VU,arboreal,1.076312688,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Trachypithecus_pileatus,NA,yes,Primates,Cercopithecidae,11450,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,14,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,0,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,0,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,VU,arboreal,1.058805487,"[1,1.39]",L1,browser,FOpl_LOl1_FEfo_SUar_GUbr,Ll1_Ffo_Gbr
Trachypithecus_shortridgei,NA,yes,Primates,Cercopithecidae,28500,Reported,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",NA,NA,browser,0,3,0,Imputed,NA,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,0,0,1,14,NA,NA,NA,Plantigrade,soft,,Reported morphology genus,0,0,0,0,Gregarious,NA,91,,,,,NA,Occurs on mainland,EN,arboreal,1.45484486,"(1.39,1.78]",L2,browser,FOpl_LOl2_FEfo_SUar_GUbr,Ll2_Ffo_Gbr
Daubentonia_robustus,NA,yes,Primates,Daubentoniidae,14000,Reported,"Werdelin L & Sanders WJ (eds) Cenozoic Mammals of Africa (2010). Subfossil Lemurs of Madagascar Godfrey LR, Jungers WL, Burney DA",NA,NA,omnivore,0,3,2,Estimated Expert Species,"Godfrey, L. R., Semprebon, G. M., Jungers, W. L., Sutherland, M. R., Simons, E. L., Solounias, N., & Solouniase, N. (2004). Dental use wear in extinct lemurs: evidence of diet and niche differentiation. Journal of Human Evolution, 47(3), 145â€“169. https://doi.org/10.1016/j.jhevol.2004.06.003",,Hindgut Caecum,Hindgut Caecum,1,Reported Genus,Hume 2002,Extant Daubentonia are caecum fermenters,0,0,1,Godfrey et al. 2004,NA,NA,Incisor + hands,Plantigrade,soft,,Reported morphology order,3,3,NA,NA,Solitary/pairs,NA,extrapolated.genus.mode,,,,,NA,Occurs only on isolated islands,EP,arboreal,1.146128036,"[1,1.39]",L1,browser,FOpl_LOl1_FEhi_SUar_GUbr,Ll1_Fhi_Gbr
Gorilla_beringei,NA,yes,Primates,Hominidae,130000,Reported,Journal of Human Evolution 32: 523-559 (2002),NA,NA,browser,0,3,0,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"2, 3",NA,0,1,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,0,3,0,0,Gregarious,NA,14,,,,,NA,Occurs on mainland,CR,semi.arboreal,2.113943352,"(1.78,2.17]",L3,browser,FOpl_LOl3_FEhi_SUar_GUbr,Ll3_Fhi_Gbr
